city_url,page_num,name,address,city,state_abbr,zip,services,price,rating,verified,best_of,url
https://www.seniorly.com/assisted-living/wisconsin/glendale,1,Laurel Oaks Senior Living,1700 West Bender Road,Glendale,WI,53209,"Assisted Living , Independent Living","$4,800/mo",9.7,Yes,No,https://www.seniorly.com/assisted-living/wisconsin/glendale/laurel-oaks
https://www.seniorly.com/assisted-living/wisconsin/glendale,1,Discovery Commons North Shore,100 West River Woods Parkway,Glendale,WI,53212,"Assisted Living , Memory Care","$4,995/mo",9.5,Yes,No,https://www.seniorly.com/assisted-living/wisconsin/glendale/discovery-commons-north-shore
https://www.seniorly.com/assisted-living/wisconsin/glendale,1,StoryPoint Mequon,6751 West Mequon Road,Mequon,WI,53092,"Assisted Living , Memory Care , Independent Living","$5,400/mo",9.7,Yes,No,https://www.seniorly.com/assisted-living/wisconsin/mequon/storypoint-mequon
https://www.seniorly.com/assisted-living/wisconsin/glendale,1,New Perspective Senior Living - North Shore,8875 North 60th Street,Brown Deer,WI,53223,"Assisted Living , Memory Care , Independent Living","$2,373/mo",9.5,Yes,No,https://www.seniorly.com/assisted-living/wisconsin/brown-deer/new-perspective-north-shore
https://www.seniorly.com/assisted-living/wisconsin/glendale,1,Hart Park Square Senior Living,6600 River Parkway,Wauwatosa,WI,53213,"Assisted Living , Independent Living","$4,000/mo",9.6,Yes,No,https://www.seniorly.com/assisted-living/wisconsin/wauwatosa/hart-park-square
https://www.seniorly.com/assisted-living/wisconsin/glendale,1,Ciel Senior Living of Shorewood,1111 East Capitol Drive,Shorewood,WI,53211,"Assisted Living , Memory Care","$5,795/mo",9.3,Yes,No,https://www.seniorly.com/assisted-living/wisconsin/shorewood/ciel-senior-living-of-shorewood
https://www.seniorly.com/assisted-living/wisconsin/glendale,1,Lakehouse Menomonee,N84 W17147 Menomonee Avenue,Menomonee Falls,WI,53051,"Assisted Living , Independent Living","$4,844/mo",9.5,Yes,No,https://www.seniorly.com/assisted-living/wisconsin/menomonee-falls/lakehouse-menomonee
https://www.seniorly.com/assisted-living/wisconsin/glendale,1,Charter Senior Living of Mequon,10803 North Port Washington Road,Mequon,WI,53092,Assisted Living,"$5,400/mo",8.9,Yes,No,https://www.seniorly.com/assisted-living/wisconsin/mequon/cedarhurst-of-mequon
https://www.seniorly.com/assisted-living/wisconsin/glendale,1,St. Rita Square,728 East Pleasant Street,Milwaukee,WI,53202,Assisted Living,"$6,385/mo",9.7,Yes,No,https://www.seniorly.com/assisted-living/wisconsin/milwaukee/st-rita-square-i
https://www.seniorly.com/assisted-living/wisconsin/glendale,1,Elizabeth Residence Bayside,9289 North Port Washington Road,Bayside,WI,53217,"Assisted Living , Memory Care","$5,700/mo",7.7,Yes,No,https://www.seniorly.com/assisted-living/wisconsin/bayside/elizabeth-residence-bayside
