city_url,page_num,name,address,city,state_abbr,zip,services,price,rating,verified,best_of,url
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Celebration Villa of Tavares,2232 Dora Avenue,Tavares,FL,32778,Assisted Living,"$3,520/mo",9.9,Yes,No,https://www.seniorly.com/assisted-living/florida/tavares/celebration-villa-of-tavares
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Brookdale Lake Tavares,1211 Caroline Street East,Tavares,FL,32778,Assisted Living,"$3,420/mo",9.9,Yes,No,https://www.seniorly.com/assisted-living/florida/tavares/brookdale-lake-tavares
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Kiva Of Mount Dora,505 East 9Th Avenue,Mount Dora,FL,32757,Assisted Living,"$3,090/mo",9.4,No,No,https://www.seniorly.com/assisted-living/florida/mount-dora/kiva-of-mount-dora
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Alto Tavares,1761 Nightingale Lane,Tavares,FL,32778,"Assisted Living , Memory Care","$3,800/mo",9.3,No,No,https://www.seniorly.com/assisted-living/florida/tavares/osprey-lodge
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Bridgewater at Waterman Village Assisted Living,500 Waterman Avenue,Mt Dora,FL,32757,Bridgewater at Waterman Village Assisted Living,"$3,060/mo",8.9,No,No,https://www.seniorly.com/assisted-living/florida/mount-dora/bridgewater-at-waterman-village
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Regency Park,15000 Highway 441,Eustis,FL,32726,Assisted Living,"$3,420/mo",8.6,No,No,https://www.seniorly.com/assisted-living/florida/eustis/regency-park
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Somerset,2450 Dora Avenue,Tavares,FL,32778,Assisted Living,"$3,800/mo",7.7,No,No,https://www.seniorly.com/assisted-living/florida/tavares/somerset-tavares
https://www.seniorly.com/assisted-living/florida/mount-dora,1,The Cove at Tavares Village,1501 Sunshine Parkway,Tavares,FL,32778,"Assisted Living , Memory Care , Independent Living","$3,800/mo",8.6,No,No,https://www.seniorly.com/assisted-living/florida/tavares/the-cove-at-tavares-village
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Neulife Neurological Services,2725 Robie Avenue,Mount Dora,FL,32757,"Assisted Living , Board and Care Home","$2,450/mo",5.5,No,No,https://www.seniorly.com/assisted-living/florida/mount-dora/neulife-neurological-services-llc
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Henderson House Alf,907 East Orange Avenue,Eustis,FL,32726,Assisted Living,"$3,210/mo",7.3,No,No,https://www.seniorly.com/assisted-living/florida/eustis/henderson-house-alf
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Corner Oak Estate,3356 Oak Hill Road,Mount Dora,FL,32757,Assisted Living,"$2,720/mo",3.8,No,No,https://www.seniorly.com/assisted-living/florida/mount-dora/corner-oak-estate
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Springwater at Waterman Village,2858 Lighthouse Shore Way,Mount Dora,FL,32757,Assisted Living,"$4,860/mo",3.6,No,No,https://www.seniorly.com/assisted-living/florida/mount-dora/springwater-at-waterman-village
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Bella Vida at Lake Forest,4055 Lake Forest Street,Mount Dora,FL,32757,Assisted Living,"$2,480/mo",3.8,No,No,https://www.seniorly.com/assisted-living/florida/mount-dora/sutton-homes-v
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Silver Lake Village By Preferred Assisted Living,34601 Radio Road,Leesburg,FL,34788,Silver Lake Village By Preferred Assisted Living,"$3,200/mo",7.3,No,No,https://www.seniorly.com/assisted-living/florida/leesburg/silver-lake-assisted-living
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Pendry Estate,36120 Huff Road,Eustis,FL,32736,Assisted Living,"$2,890/mo",6.8,No,No,https://www.seniorly.com/assisted-living/florida/eustis/pendry-estate
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Opis Ruleme Place,2808 Ruleme Street,Eustis,FL,32726,Assisted Living,"$3,530/mo",5.5,No,No,https://www.seniorly.com/assisted-living/florida/eustis/opis-ruleme-place
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Blue Haven 101 & 102,35525 County Road 473,Leesburg,FL,34788,"Assisted Living , Board and Care Home","$3,200/mo",5.5,No,No,https://www.seniorly.com/assisted-living/florida/leesburg/blue-haven-101-102
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Gardens At Tavares,900 East Alfred Street,Tavares,FL,32778,Assisted Living,"$2,700/mo",,No,No,https://www.seniorly.com/assisted-living/florida/tavares/gardens-at-tavares
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Eustis Senior Care,228 North Center Street,Eustis,FL,32726,Assisted Living,"$3,250/mo",3.6,No,No,https://www.seniorly.com/assisted-living/florida/eustis/eustis-senior-care
https://www.seniorly.com/assisted-living/florida/mount-dora,1,Infinity at Lake Eustis,27 South Center Street,Eustis,FL,32726,"Assisted Living , Board and Care Home","$4,050/mo",3.6,No,No,https://www.seniorly.com/assisted-living/florida/eustis/infinity-at-lake-eustis
https://www.seniorly.com/assisted-living/florida/mount-dora,2,Rose Eldercare of Sorrento,22716 Sorrento Avenue,Sorrento,FL,32776,Assisted Living,"$3,820/mo",3.6,No,No,https://www.seniorly.com/assisted-living/florida/sorrento/rose-eldercare-of-sorrento
https://www.seniorly.com/assisted-living/florida/mount-dora,2,Lake Smith Shores,16624 Lake Smith Road,Umatilla,FL,32784,"Assisted Living , Board and Care Home","$3,200/mo",3.6,No,No,https://www.seniorly.com/assisted-living/florida/umatilla/lake-smith-shores
