city_url,page_num,name,address,city,state_abbr,zip,services,price,rating,verified,best_of,url
https://www.seniorly.com/assisted-living/florida/dania,1,Belmont Village Senior Living Fort Lauderdale,1031 Seminole Drive,Fort Lauderdale,FL,33304,"Assisted Living , Memory Care , Independent Living","$6,100/mo",9.9,Yes,No,https://www.seniorly.com/assisted-living/florida/fort-lauderdale/belmont-village-fort-lauderdale
https://www.seniorly.com/assisted-living/florida/dania,1,The Palms at Plantation,923 South State Road 7,Plantation,FL,33317,"Assisted Living , Memory Care","$3,995/mo",9.9,Yes,Yes,https://www.seniorly.com/assisted-living/florida/plantation/the-palms-at-plantation-assisted-living-memory-care
https://www.seniorly.com/assisted-living/florida/dania,1,Allegro Fort Lauderdale,1290 North Federal Highway,Fort Lauderdale,FL,33304,"Assisted Living , Memory Care , Independent Living","$5,700/mo",9.9,Yes,No,https://www.seniorly.com/assisted-living/florida/fort-lauderdale/allegro-fort-lauderdale
https://www.seniorly.com/assisted-living/florida/dania,1,Belmont Village Senior Living Aventura,3510 Yacht Club Way,Aventura,FL,33180,"Assisted Living , Memory Care , Independent Living","$3,800/mo",9.9,No,No,https://www.seniorly.com/assisted-living/florida/aventura/belmont-village-assisted-living-aventura
https://www.seniorly.com/assisted-living/florida/dania,1,Majestic Memory Care,1200 Arthur Street,Hollywood,FL,33019,Majestic Memory Care,"$4,100/mo",9.9,Yes,No,https://www.seniorly.com/assisted-living/florida/hollywood/majestic-memory-care-center
https://www.seniorly.com/assisted-living/florida/dania,1,The Terraces at Hollywood,2480 North Park Road,Hollywood,FL,33021,"Assisted Living , Memory Care , Independent Living","$3,160/mo",9.9,Yes,No,https://www.seniorly.com/assisted-living/florida/hollywood/the-terraces-at-hollywood
https://www.seniorly.com/assisted-living/florida/dania,1,Arbor Terrace Cooper City,2580 Pine Island Road,Pembroke Pines,FL,33024,"Assisted Living , Memory Care","$4,000/mo",9.9,Yes,Yes,https://www.seniorly.com/assisted-living/florida/cooper-city/arbor-terrace-at-cooper-city
https://www.seniorly.com/assisted-living/florida/dania,1,The Peninsula Assisted Living & Memory Care,5100 West Hallandale Beach Boulevard,Hollywood,FL,33023,The Peninsula Assisted Living & Memory Care,"$2,295/mo",9.8,Yes,No,https://www.seniorly.com/assisted-living/florida/hollywood/the-peninsula-assisted-living-memory-care
https://www.seniorly.com/assisted-living/florida/dania,1,Ahava Senior Residences at Aventura,2777 Northeast 183rd Street,Aventura,FL,33160,"Assisted Living , Memory Care","$3,000/mo",9.8,Yes,No,https://www.seniorly.com/assisted-living/florida/aventura/the-sterling-aventura
https://www.seniorly.com/assisted-living/florida/dania,1,The Barclay at Parksquare,2940 Northeast 207th Street,Aventura,FL,33810,"Assisted Living , Memory Care","$3,800/mo",9.7,Yes,No,https://www.seniorly.com/assisted-living/florida/aventura/the-barclay-at-parksquare-aventura-2940-northeast-207th-street
https://www.seniorly.com/assisted-living/florida/dania,1,The Pointe at Plantation,8500 West Sunrise Boulevard,Plantation,FL,33322,"Assisted Living , Independent Living","$2,690/mo",9.8,Yes,No,https://www.seniorly.com/assisted-living/florida/plantation/the-pointe-at-plantation
https://www.seniorly.com/assisted-living/florida/dania,1,Oakmonte Village of Davie,8201 Stirling Road,Davie,FL,33328,"Assisted Living , Memory Care , Independent Living","$4,100/mo",9.7,Yes,No,https://www.seniorly.com/assisted-living/florida/davie/oakmonte-village-of-davie
https://www.seniorly.com/assisted-living/florida/dania,1,Imperial Club,2751 Northeast 183rd Street,Aventura,FL,33160,"Assisted Living , Independent Living","$2,320/mo",9.7,Yes,No,https://www.seniorly.com/assisted-living/florida/aventura/imperial-club
https://www.seniorly.com/assisted-living/florida/dania,1,Midtown Manor,2001 Polk Street,Hollywood,FL,33020,Assisted Living,"$4,100/mo",9.4,No,No,https://www.seniorly.com/assisted-living/florida/hollywood/midtown-manor
https://www.seniorly.com/assisted-living/florida/dania,1,Seaside Hallandale Beach Senior Living,2091 South Ocean Drive,Hallandale Beach,FL,33009,Assisted Living,"$3,745/mo",9.3,No,No,https://www.seniorly.com/assisted-living/florida/hallandale-beach/seaside-hallandale-beach-senior-living
https://www.seniorly.com/assisted-living/florida/dania,1,Eastside Active Living,1600 Taft Street,Hollywood,FL,33020,Assisted Living,"$4,100/mo",8.9,No,No,https://www.seniorly.com/assisted-living/florida/hollywood/eastside-active-living
