city_url,page_num,name,address,city,state_abbr,zip,services,price,rating,verified,best_of,url
https://www.seniorly.com/assisted-living/georgia/tifton,1,Legacy Village Of Tifton,1934 Whiddon Mill Road,Tifton,GA,31793,"Assisted Living , Memory Care","$3,300/mo",9.7,Yes,No,https://www.seniorly.com/assisted-living/georgia/tifton/legacy-village-of-tifton-personal-care
https://www.seniorly.com/assisted-living/georgia/tifton,1,Maple Court Senior Care,2408 North Tift Avenue,Tifton,GA,31794,Assisted Living,"$3,330/mo",,No,No,https://www.seniorly.com/assisted-living/georgia/tifton/maple-court-senior-care
https://www.seniorly.com/assisted-living/georgia/tifton,1,The Suites At Cypress Pond,15 Kent Road,Tifton,GA,31794,Assisted Living,"$3,330/mo",7.7,No,No,https://www.seniorly.com/assisted-living/georgia/tifton/the-suites-at-cypress-pond
https://www.seniorly.com/assisted-living/georgia/tifton,1,Grace Manor,405 North Ridge,Tifton,GA,31794,"Assisted Living , Board and Care Home","$3,330/mo",6.4,No,No,https://www.seniorly.com/assisted-living/georgia/tifton/grace-manor-tifton
https://www.seniorly.com/assisted-living/georgia/tifton,1,Bradley Place,418 North Park Avenue,Tifton,GA,31794,Assisted Living,"$3,330/mo",4.8,No,No,https://www.seniorly.com/assisted-living/georgia/tifton/bradley-place
https://www.seniorly.com/assisted-living/georgia/tifton,1,Hazel Marchant Home For Women,1606 Red Fox Trail,Tifton,GA,31794,"Assisted Living , Board and Care Home","$3,330/mo",4.8,No,No,https://www.seniorly.com/assisted-living/georgia/tifton/hazel-marchant-home-for-women
https://www.seniorly.com/assisted-living/georgia/tifton,1,Southern Oaks Personal Care Home,417 North Ridge Avenue,Tifton,GA,31794,"Assisted Living , Board and Care Home","$3,330/mo",4.8,No,No,https://www.seniorly.com/assisted-living/georgia/tifton/southern-oaks-personal-care-home
https://www.seniorly.com/assisted-living/georgia/tifton,1,20Th Street Home,609 East 20Th Street,Tifton,GA,31794,Assisted Living,"$3,330/mo",3.8,No,No,https://www.seniorly.com/assisted-living/georgia/tifton/20th-street-home
https://www.seniorly.com/assisted-living/georgia/tifton,1,Belmont House,2018 Belmont Avenue,Tifton,GA,31794,Assisted Living,"$3,330/mo",3.8,No,No,https://www.seniorly.com/assisted-living/georgia/tifton/belmont-house
https://www.seniorly.com/assisted-living/georgia/tifton,1,Irwin Home,306 Irwin Street,Tifton,GA,31794,Assisted Living,"$3,330/mo",3.8,No,No,https://www.seniorly.com/assisted-living/georgia/tifton/irwin-home
https://www.seniorly.com/assisted-living/georgia/tifton,1,Rainwater House,2604 Rainwater Road,Tifton,GA,31794,Assisted Living,"$3,330/mo",3.8,No,No,https://www.seniorly.com/assisted-living/georgia/tifton/rainwater-house
